airport,lat,lon
MEV,139.00050000,-119.75111111
08U,941.51575122,-115.85992069
U08,536.56810889,-114.44332972
0L9,36.31103786,-114.46389411
10U,941.95362833,-116.18207000
74P,536.27205925,-115.99525931
CLUB,136.26001600,-115.99242550
1L1,837.78741667,-114.41988889
RNO,39.49911111,-119.76811111
N86,139.67118056,-119.72516667
RTS,339.66817694,-119.87643964
RD,935.84490278,-115.54820000
RD,935.84929444,-115.55527500
RD,935.84490278,-115.55692500
3L2,935.79294444,-115.62641667
1L3,835.44455556,-114.90936111
SPZ,639.40305556,-119.25119444
LLC,38.83324444,-119.39599472
N59,238.83935694,-119.33821444
TPH,38.05989361,-117.08660083
TNX,337.79886758,-116.78075408
LWL,541.11711111,-114.92213889
WMC,340.89661111,-117.80588889
O43,439.00540194,-119.15654222
3A5,938.61275033,-119.00232019
9G3,743.02109622,-78.48263319
ALB,442.74911611,-73.80198000
9G6,343.17353083,-78.27463250
2795,42.37007333,-76.72245083
D23,442.56672861,-78.42612944
1C3,343.25452778,-73.47019444
RD,41.10269167,-73.72553889
GVQ,243.03175000,-78.16966667
23N,40.75759611,-73.05268972
BGM,142.20844444,-75.97961111
7G0,843.18119444,-77.91550000
BUF,42.94042722,-78.73056972
D51,543.06894722,-78.69182083
9G0,642.86199389,-78.71658444
1B8,943.05269444,-73.36313889
IUA,242.90890189,-77.32522628
1H1,443.20588889,-76.17930556
K23,842.62924250,-74.89098778
7N1,342.18010028,-77.12170194
N03,242.59264167,-76.21488278
DSV,642.57053139,-77.71327278
1E8,744.38791667,-75.06633333
4B1,342.75986111,-74.13463889
DKK,242.49394444,-79.27111111
JPX,40.95941667,-72.25166667
1F2,543.22555194,-74.11445019
N89,41.72888583,-74.37682389
ELM,142.15985472,-76.89174778
CZG,642.07853417,-76.09633056
FRG,740.72927417,-73.41342083
0B8,641.25213889,-72.03163889
83K,643.40976389,-73.53265417
GTB,44.05561111,-75.71989444
1I5,942.36400000,-74.06502778
FZY,43.35077361,-76.38805556
N25,442.69729778,-74.19957417
K30,343.18340722,-73.63317222
9G5,543.18200222,-78.55780528
D52,42.80168900,-77.84643900
NY1,242.35008500,-73.63706306
GFL,543.34122222,-73.61030556
92G,242.81422222,-77.20291667
D59,142.50394972,-78.95059000
N56,442.20369583,-78.64915556
4N7,142.30424139,-75.78713722
1H4,342.41970278,-74.00689167
4G2,842.70089250,-78.91475694
VGC,142.84344444,-75.56119444
RD,742.05142000,-75.31660000
HTF,442.38213889,-77.68211111
1B1,142.29130556,-73.71033333
ITH,642.49136111,-76.45872222
JHW,242.15339444,-79.25802278
NY0,542.99819444,-74.32955472
1I1,444.22085556,-73.78801111
20N,941.98525000,-73.96433333
LKP,644.26447778,-73.96186944
BQR,442.92205556,-78.61197222
5G0,842.98128139,-77.93524806
1A1,42.14944444,-73.75047222
MAL,44.85366667,-74.32894444
5063,643.01055556,-76.35277778
MSS,544.93624111,-74.84511972
21N,840.98694444,-72.51913889
D79,142.26811333,-79.48171333
4N2,642.71394444,-77.27205556
06N,541.43191194,-74.39156083
44N,41.70742389,-73.73802250
MTP,241.07666667,-71.92047222
MGJ,541.51181167,-74.26353917
MSV,641.70163889,-74.79502778
SWF,41.50411111,-74.10483333
85N,343.25487778,-78.76550000
LANE,741.75009333,-74.11625500
ISP,40.79613569,-73.10066506
JFK,140.63992806,-73.77869222
LGA,140.77724222,-73.87260556
IAG,443.10841444,-78.94619611
OIC,42.56655556,-75.52411111
OGS,644.68225000,-75.46325000
D80,43.32088917,-78.72892389
HOA,443.72518333,-74.97621667
8G3,142.06761111,-78.40552778
OLE,42.24119444,-78.37136111
N66,642.52477778,-75.06447222
D82,142.65479278,-76.79634278
PEO,142.63708333,-77.05286111
01G,842.74134861,-78.05214806
460,43.03757361,-74.18429778
K09,543.45326500,-74.51500806
PBG,444.65094444,-73.46813889
PTD,44.67666694,-74.94843333
POU,41.62658500,-73.88418861
RD,641.65723611,-73.93562778
DR,43.55201389,-76.09020111
ROC,643.11914361,-77.67186889
RME,143.23379944,-75.40702583
K16,643.25084722,-75.60436111
W57,642.93118194,-73.77087639
SLK,44.38530806,-74.20618139
5B2,43.05072222,-73.86163889
SCH,142.85271833,-73.92956444
4B7,743.86257950,-73.74054722
B04,243.06764306,-73.58384028
0G7,42.88355556,-76.78116667
K31,142.77840750,-74.57764000
D88,342.15005639,-79.68588111
HWV,940.82195417,-72.86690722
N23,642.30258333,-75.41597222
6B9,42.91395972,-76.44076417
4B0,42.56072222,-73.83394444
D91,843.16950556,-77.81834167
09N,741.83263889,-73.87616667
N69,141.57697083,-73.73235139
SYR,343.11118139,-76.10632056
4B6,543.87727778,-73.41313889
5B7,742.69163889,-73.57997222
6B4,743.01610694,-75.16954167
N45,841.62416667,-74.14166667
N72,341.28759361,-74.28709472
ART,243.99183333,-76.01941667
B16,43.08061736,-76.53821106
ELZ,42.10952389,-77.98997861
FOK,540.84361861,-72.63181194
HPN,741.06695306,-73.70756611
SDC,143.23459750,-77.11946389
N82,141.59790167,-74.45915917
RD,41.21194444,-73.80333333
0D7,440.79060806,-83.82910389
CAK,340.91505556,-81.44363889
1D4,640.99255639,-81.43177917
AKR,41.03742361,-81.46768472
4G3,940.98175000,-81.04213889
2D1,540.96997075,-81.09866697
3G4,640.90297222,-82.25563889
HZY,141.77777778,-80.69677778
UNI,39.21189283,-82.22925542
7B4,639.88450806,-82.58905111
6G5,240.00241500,-81.19182389
I69,39.07839611,-84.21020778
2D7,640.64635139,-81.55590000
EDJ,40.37227778,-83.81925000
5G7,540.88544444,-83.86863889
1G0,841.39100000,-83.63013889
0G6,841.46730556,-84.50677778
17G,640.78158333,-82.97480556
8G6,540.23837028,-81.01288389
I10,739.80097083,-81.53632444
CDI,839.97502778,-81.57758333
TSO,640.56166667,-81.07808333
5D6,440.64808056,-81.06952778
CQA,40.48427778,-84.55819444
6CM,140.29545000,-82.72997222
HTW,938.41911111,-82.49483333
RZT,839.44041667,-83.02305556
LUK,39.10297722,-84.41760583
CYO,539.51600000,-82.98213889
CLE,741.40940694,-81.85469111
CGF,141.56458333,-81.48722222
BKL,141.51786111,-81.68263889
5D9,741.22394306,-82.95769056
4G8,841.31868019,-81.96044183
TZR,39.90116667,-83.13691667
LCK,39.81378700,-82.92781372
OSU,940.07951556,-83.07321278
CMH,439.99694667,-82.89215917
I40,240.31016667,-81.85241667
DAY,239.90225222,-84.21941222
I44,939.76510556,-84.34296111
GDK,739.69072222,-83.99277778
I73,939.68210972,-84.23999167
MGY,739.58897222,-84.22486111
FFO,139.82597053,-84.04610283
DFI,441.33750000,-84.42880556
DLZ,40.27954214,-83.11338361
6D7,341.21544444,-83.87086944
02G,940.67330556,-80.64141667
1G1,341.33152778,-82.10025000
FDY,241.01202778,-83.66861111
FZI,741.19083333,-83.39308333
14G,141.33308333,-83.16119444
S24,141.29575000,-83.03722222
GQQ,140.75338889,-82.72380556
GAS,438.83411153,-82.16342983
7D8,241.35113611,-81.09792361
7D9,441.77783222,-80.90397972
GEO,238.88194558,-83.88273667
HAO,439.36375000,-84.52194444
I67,139.25926861,-84.77430556
HOC,239.18876133,-83.53879153
88D,541.40449444,-82.60314722
JRO,738.98136028,-82.57784972
89D,341.60318194,-82.68505417
1G3,341.15137806,-81.41511917
I95,240.61009250,-83.64425928
LHQ,139.75563861,-82.65709639
I68,639.46216667,-84.25184694
R47,241.10310639,-84.05188861
AOH,540.70747797,-84.02707806
UYF,39.93272222,-83.46200000
LPR,41.34427778,-82.17763889
22I,839.32798889,-82.44115694
I71,439.65423472,-81.80318750
MFD,140.82141667,-82.51663889
MNN,440.61625000,-83.06347222
MRT,540.22447556,-83.35174833
1G5,641.13144444,-81.76488889
3W9,341.69444444,-82.79655556
3T7,141.68838889,-82.80816667
7G8,441.44959556,-81.06293444
MWO,739.53175000,-84.39644444
10G,440.53670125,-81.95594117
4I9,340.52452306,-82.85006111
4I3,740.32891167,-82.52607056
6G4,640.36506222,-82.49571806
O74,140.52472222,-83.51166667
7W5,441.37426972,-84.06787917
VTA,840.02466667,-82.46180556
I86,239.69159167,-82.19778806
PHD,840.47016667,-81.41994444
41N,241.21116750,-80.96925722
3X5,141.71800000,-82.82111111
5A1,41.24475000,-82.55122222
OWX,41.03559500,-83.98189361
OXD,439.50225972,-84.78438139
2G1,841.66704350,-81.19718336
3I7,539.91327778,-84.40041250
I17,240.16469444,-84.30841667
PCW,741.51627056,-82.86948667
PMH,38.84047167,-82.84730944
3W2,141.63666667,-82.82833333
5E9,440.40797639,-83.21936000
POV,741.21018333,-81.25162389
2P7,840.05686308,-80.96318794
38D,640.94808083,-80.86208194
8G8,340.88269428,-80.88102267
3G6,940.90600000,-81.00002778
12G,540.87286111,-82.69738889
SCA,440.24127778,-84.14786111
SGH,839.84027778,-83.84016667
2G2,840.36061111,-80.70169444
16G,41.09405556,-83.21250000
HWY,141.65421583,-83.53132222
TOL,141.58681667,-83.80782667
TDZ,141.56494444,-83.48222222
1G8,240.47598889,-80.62805972
I54,840.02005917,-83.82854111
1WF,340.01479444,-84.19807917
56D,640.88336858,-83.31453156
I74,940.13237186,-83.75406272
38I,840.09116806,-83.68936944
VNW,40.86394056,-84.60797222
VES,40.20441083,-84.53242278
3G3,141.00306111,-81.75652194
15G,741.02818472,-81.79814722
I64,741.29349167,-82.37236111
AXV,40.49354806,-84.29807444
62D,941.26702778,-80.92736111
I23,39.57040139,-83.42051333
USE,341.60977858,-84.12718856
EOP,239.16697222,-82.92833333
40I,739.50533778,-84.12187917
AMT,738.85167250,-83.56600722
8G1,141.03875044,-82.72456481
LNN,341.68402778,-81.38975000
ILN,439.42791667,-83.79211111
I66,839.50247806,-83.86331083
INC,839.55311639,-83.85492722
2B6,639.43756194,-83.70825611
4G5,239.77905139,-81.10278056
BJJ,240.87484361,-81.88826028
04G,41.13047222,-80.61958333
4G4,740.96179528,-80.67732639
YNG,641.26158972,-80.68036639
ZZV,539.94444611,-81.89209417
42I,540.00729167,-82.01347917
ROAD,39.98617861,-81.98374611
ADH,34.80426197,-96.67119975
3O9,836.57757750,-94.86190028
AXS,334.69880556,-99.33847222
LTS,934.66797528,-99.26775083
AVK,836.77357672,-98.67116631
F68,335.05219444,-98.26405556
80F,534.19356806,-95.64986361
ADM,834.30387344,-97.02059739
1F0,834.14697222,-97.12266667
AQR,134.39833889,-96.14805972
BVO,36.76336111,-96.01119444
K44,136.79794850,-100.52691375
BKN,236.74511111,-97.34958333
17K,136.77430556,-102.51044444
3F7,35.80704611,-96.42113583
90F,834.01316667,-94.75833333
BFK,136.86330139,-99.61873056
91F,35.15633750,-95.62143472
86F,35.12365467,-98.57522319
CQB,35.72408333,-96.82027778
92F,34.36886111,-98.68213889
4O5,236.78830833,-98.35843056
CKA,436.73569028,-98.12360972
93F,235.60323472,-99.70301250
CHK,35.09714039,-97.96768053
GCM,136.29272222,-95.47961111
K11,136.21816667,-95.65188889
95F,636.28416667,-96.46333333
CSM,35.33983917,-99.20049944
CLK,235.53827256,-98.93278856
08F,434.52948889,-96.23309722
44M,135.70497222,-94.93613889
F36,735.29629925,-98.96771564
CUH,135.95002778,-96.77341667
DUC,534.47087333,-97.95986028
DUA,433.93969750,-96.39505750
ELK,35.43077778,-99.39427778
RQO,335.47272222,-98.00575000
WDG,636.37595556,-97.78942278
END,436.33980583,-97.91723944
O13,35.20075000,-99.88105556
F08,435.29830417,-95.62737083
0F7,135.38866667,-95.60027778
1OK,736.36523611,-97.66784167
6K4,836.29119444,-98.47580556
FSI,334.64982650,-98.40218492
FDR,134.35209581,-98.98390908
K77,236.75849444,-99.10201111
GAG,736.29576528,-99.77649583
1K4,535.15506750,-97.47039389
1O1,634.23758944,-98.74200917
GMJ,36.60677778,-94.73855556
GOK,235.85152272,-97.41617756
GUY,36.68415547,-101.50696864
2K9,235.83285253,-95.66741700
F32,334.25489444,-97.47292778
F10,835.40687972,-96.01583278
2O8,335.50722222,-98.34255556
HBR,934.98991667,-99.05305861
F99,535.08586111,-96.41666667
O35,534.70530528,-99.90856472
H92,736.44275000,-96.38722222
O45,536.85708306,-101.22709167
HHW,334.03363889,-95.54205556
4O4,833.90936111,-94.85936111
O18,436.14398694,-95.41774861
0K6,336.17934722,-95.58027500
1K8,836.54636111,-95.01352778
F92,935.87667222,-97.95293750
LAW,934.56771444,-98.41663667
O44,35.09229278,-97.33641778
1K2,934.84945139,-97.58529167
MLC,634.88238889,-95.78347222
1F4,734.14040194,-96.81203222
2K4,34.89261111,-99.52822222
O53,536.79058417,-97.74899722
4O7,436.37216667,-98.17844444
MIO,936.90922222,-94.88750000
INC,135.32935278,-97.26973472
MDF,436.48476667,-99.19416667
MKO,435.65775000,-95.36163889
OUN,335.24555556,-97.47213889
H66,836.72092222,-95.62525583
O65,536.11253667,-98.30868250
F81,35.40526944,-96.30553889
HSD,335.60183333,-97.70616667
TIK,35.41475000,-97.38663889
OKC,735.39307278,-97.60076556
PWA,135.53400992,-97.64694744
RCE,135.48808333,-97.82355556
OKM,235.66811111,-95.94852778
F09,834.51257417,-99.42953333
O38,336.26676278,-95.78359639
PVJ,834.70956328,-97.22334583
H76,836.67172611,-96.40556917
H97,836.37731111,-96.80520833
F22,136.38561111,-97.27722222
PNC,36.73195472,-97.09978222
2K1,536.66253028,-97.80866611
RKR,635.02163889,-94.62125000
O47,35.48077778,-96.71875000
H71,636.22538750,-95.33005694
3O3,334.98334972,-97.38263833
JSV,135.43825000,-94.80291667
OWP,536.17527778,-96.15183333
3O4,835.16770917,-99.65780611
1S4,36.15536111,-98.93369444
SRE,35.27445939,-96.67537892
SNL,335.35730556,-96.94283333
2F6,736.35514417,-96.01072561
4O1,234.62772222,-99.01400000
GZL,435.28816667,-95.09388889
SWO,536.16138944,-97.08589333
1PP,635.75718472,-94.64985694
SUD,735.78958333,-96.65566667
F30,534.52704444,-96.99018750
TQH,35.93027778,-95.00452778
6F1,834.70777139,-95.07378583
INC,934.25675667,-98.24115583
K49,736.50561111,-101.81366667
1O4,635.73366667,-98.73052778
1O8,134.45862500,-99.17133333
0F9,534.19850000,-96.67450000
RVS,636.03958417,-95.98459472
TUL,36.19839333,-95.88810528
5O1,236.14105556,-99.30336111
H04,36.61461628,-95.15169478
OK1,936.48841972,-95.14385500
H68,435.96569444,-95.34180556
3O5,734.37258444,-98.40588583
JWG,35.86456361,-98.42075694
1K5,236.57130000,-98.85466389
OJA,135.54580556,-98.66850000
3OK,535.66103950,-97.00232700
4F1,136.22141667,-96.34650000
H05,134.92020694,-95.39390278
WWR,636.43800000,-99.52266667
S12,544.63781528,-123.05944889
R03,43.08737278,-119.97607333
1S8,345.72255556,-120.17697222
S03,542.19027778,-122.66063889
AST,946.15797833,-123.87862361
UAO,45.24712639,-122.77004694
BKE,44.83734583,-117.80913972
S05,43.08647222,-124.40786111
2S2,343.12752778,-121.80872222
BDN,844.09456083,-121.20022111
M50,845.81482500,-119.82050056
BOK,542.07394444,-124.28977778
BNO,443.59190556,-118.95543722
CZK,45.67694444,-121.87888889
3S4,542.10360000,-123.68241667
2S7,42.57931844,-121.87901417
62S,643.23625000,-120.66469444
3S6,43.22344444,-122.42116667
3S9,45.24656667,-120.16645000
4S4,145.58261444,-123.05288500
CVO,344.49687583,-123.28945722
61S,43.80407053,-123.03211617
5S2,343.53279003,-121.95025892
77S,343.93075000,-123.00666667
5S5,744.51928472,-121.32060028
8S4,145.42483333,-117.26475000
68D,145.34455972,-117.62648333
O62,145.72411667,-117.07737500
EUG,44.12458333,-123.21197222
6S2,643.98281833,-124.11136722
6S4,44.74588889,-122.42138889
S45,44.87677778,-124.02855556
4S1,42.41536111,-124.42491667
3S8,542.51012083,-123.38799000
HRI,445.82822222,-119.25916667
7S3,745.42845028,-122.94215694
4S2,645.67277678,-121.53386386
7S9,745.18039833,-122.74342500
OR9,145.66646111,-116.61835833
25U,145.42786111,-116.69388889
OR8,145.80583333,-116.68868889
O68,145.44757917,-116.58496944
O48,145.86026250,-116.79781667
O29,145.62948897,-116.47497469
7S5,44.86715156,-123.19824503
GCD,144.40298325,-118.96765522
JSY,45.35954972,-117.25383889
LMT,342.15614306,-121.73336500
LGD,545.28907806,-118.00612389
9S3,843.58317028,-124.18039194
LKV,242.16111111,-120.39908333
S30,44.53113889,-122.92972222
9S9,345.45413889,-119.69027778
26U,42.01030556,-117.72713889
00S,44.18155556,-122.08555556
MMV,645.19454806,-123.13606778
S33,544.67016333,-121.15514917
4S7,242.00113889,-121.39636111
3S7,45.69813889,-123.92963889
MFR,242.37496472,-122.87328750
12S,544.83152778,-119.42966667
16S,142.99726111,-123.31534722
2S6,445.29567333,-122.95537833
17S,845.32372778,-123.05426944
ONP,244.58036111,-124.05791667
OTH,143.41694444,-124.24702778
5S0,43.75255556,-122.50452778
ONO,144.01936111,-117.01302778
28U,43.42483333,-117.34566667
PFC,45.19936111,-123.96189444
22S,242.71797222,-120.56277778
PDT,445.69509556,-118.84336889
24S,42.11019444,-122.38311111
4S9,45.21655556,-122.59019444
PDX,545.58870886,-122.59686942
HIO,945.54212175,-122.95072189
TTD,945.54936111,-122.40125000
6S6,742.86936111,-124.05902778
S39,544.28827750,-120.90557833
RD,944.27903056,-120.90217500
64S,42.74258461,-122.48890014
RDM,544.25406889,-121.14997139
REO,42.57766000,-117.88543000
RBG,143.23933528,-123.35585250
5S1,943.21544444,-123.40438889
SLE,744.90952778,-123.00250000
03S,245.40161111,-122.22869444
8S3,44.43455556,-121.94227778
SPB,845.77102778,-122.86183333
56S,246.01499583,-123.90765750
45S,943.11097250,-121.09416667
6K5,244.30445833,-121.53909722
5S6,42.85803567,-124.51780917
S21,343.87631250,-121.45305139
DLS,245.61935517,-121.16827572
TMK,345.41825000,-123.81438889
5S4,44.60102778,-123.93961111
S49,743.96377167,-117.25934250
05S,545.85210625,-123.24286931
R33,44.38456389,-124.08511944
35S,45.58920417,-120.67398472
ABE,140.65236278,-75.44040583
XLL,340.57027778,-75.48830556
AOO,740.29636111,-78.32002778
7N8,140.39743889,-75.56318889
BVI,240.77247222,-80.39144444
HMZ,440.08612500,-78.51349833
N96,740.88550000,-77.81622222
8N1,640.48481417,-76.26356194
N13,640.99765056,-76.43524636
BFD,841.80295433,-78.63996597
P17,739.87426806,-78.29773333
9W8,639.85232361,-76.48635333
BTP,540.77658333,-79.95108333
3G9,840.85256444,-79.97477972
8N4,341.21492917,-75.24690278
N94,40.18791444,-77.17427361
N16,840.81173111,-77.65721944
N74,940.88993611,-77.60313556
N68,39.97296139,-77.64325611
RD,141.21145194,-79.36087667
AXQ,341.22494444,-79.44216667
FIG,41.04913361,-78.41515792
MQS,139.97897222,-75.86547222
VVS,639.95905556,-79.65741667
8G2,241.90755556,-79.64105556
8N8,40.94835208,-76.64392639
0P8,740.02442361,-76.81530000
DYL,740.33306417,-75.12233472
DUJ,141.17827778,-78.89869444
N43,40.74216667,-75.24294444
9G8,340.46125417,-78.77531139
22D,440.13059444,-80.09613889
ERI,842.08308333,-80.17394444
WEST,942.17200000,-79.94283333
9N1,440.48426972,-75.09961611
9N3,541.58935472,-75.75608056
W73,339.75704000,-77.35137611
G05,240.24545000,-80.00981389
FKL,341.37741667,-79.86063889
9N7,340.44286833,-76.44162722
6P7,40.73456250,-79.59564583
P91,40.73753056,-75.70541667
W05,39.84130917,-77.27465000
4G1,541.44676644,-80.39119675
29D,41.14602778,-80.16775000
CXY,540.21713889,-76.85136111
MDT,40.19319167,-76.76261917
HZL,440.98677250,-75.99470306
N30,341.51559167,-75.25155972
IDI,340.63106083,-79.10152639
31D,940.33340250,-79.77921222
5G8,40.37633333,-79.60877778
P96,841.20644306,-77.22576528
JST,240.31555556,-78.83466667
ROAD,140.83110833,-79.48694167
07N,140.01676167,-77.00386667
LNS,140.12236111,-76.29436111
LBE,40.27310050,-79.41032556
08N,740.29155139,-76.32874722
14N,640.84428750,-75.63535417
22N,340.80950889,-75.76149639
ROAD,841.67505444,-80.43451194
LHV,341.13577778,-77.42230556
LLC,40.70545556,-80.03088056
GKJ,141.62652778,-80.21472222
ROAD,41.29950000,-80.21111111
P34,540.59894444,-77.40566667
FWQ,40.20972222,-79.83144444
N71,40.09220667,-76.57435528
P45,740.10767267,-79.54307408
ROAD,40.10810556,-79.54794167
MPO,841.13769444,-75.38005556
9D4,840.35212778,-76.32964444
UCP,41.02533306,-80.41336278
ROAD,40.39649722,-78.45370000
ROAD,840.86619778,-76.39744806
WAY,40.40247222,-76.51162778
58N,940.28676667,-76.57698750
CKZ,440.38919444,-75.29047222
LOM,40.13755556,-75.26513889
PHL,439.87208389,-75.24066306
PNE,840.08193833,-75.01057778
1N3,340.97168750,-78.24297917
PSB,640.88439139,-78.08734167
RD,940.53342250,-76.46218222
WEST,40.44201333,-79.99533083
AGC,940.35443764,-79.92904667
PIT,940.49141667,-80.23269444
N47,840.26041667,-75.67083333
PTW,40.23955556,-75.55672222
ZER,240.70675083,-76.37375028
N35,740.96683667,-78.92990444
UKT,540.43513889,-75.38194444
RDG,640.37849861,-75.96524722
RVL,940.67738889,-77.62683333
ROAD,641.03591667,-76.02242583
OYM,141.41247778,-78.50263139
SEG,140.82123472,-76.86417222
N79,840.83691667,-76.55244444
69N,140.76359406,-75.60485242
S37,640.04159306,-76.20189583
2G9,940.03850314,-79.01529642
UNV,240.85000000,-77.84758333
0P2,439.79625417,-76.64639306
71N,540.89175194,-76.77885333
6G1,41.60880556,-79.74133333
N57,939.83051250,-75.76975361
N27,41.74000000,-76.44713889
74N,840.55899583,-76.55971250
76N,741.52816389,-75.94588056
DR,641.38333333,-79.50000000
AFJ,140.13647222,-80.29019444
WAY,239.90113889,-80.13069444
N38,641.72798939,-77.39543753
2N5,840.04950972,-76.97715000
OQN,39.99011722,-75.58190194
AVP,41.33847222,-75.72338889
WBW,741.29730750,-75.85224333
6G6,440.45451694,-78.23806639
IPT,441.24166667,-76.92180556
THV,639.91700000,-76.87302778
PJC,940.80270306,-80.16109972
BQN,518.49485222,-67.12944167
ABO,218.45091667,-66.67544444
RVR,618.24511222,-65.64342444
X63,818.13805556,-65.80069444
CPX,218.31297222,-65.30388889
VQS,518.13480556,-65.49361111
MAZ,818.25569444,-67.14847222
SAN,18.17496944,-67.14647500
PSE,518.00877778,-66.56452778
SIG,518.45677778,-66.09847222
SJU,18.43939917,-66.00213333
MDY,928.20148389,-177.38130889
AWK,19.28249444,166.63665000
BID,541.16811111,-71.57783333
UUU,41.53243975,-71.28154394
OQU,41.59740750,-71.41240944
SFZ,41.92075000,-71.49141667
PVD,41.72233333,-71.42772222
WST,541.34963297,-71.80341683
08R,841.48950000,-71.62063889
2Q0,334.42892222,-80.06993889
AIK,33.64938889,-81.68502778
AQX,532.99511167,-81.27023667
AND,334.49458667,-82.70938139
PHH,833.45169972,-79.52617667
99N,133.30452778,-81.10841667
BNL,33.25766775,-81.38821894
ARW,832.41216667,-80.63435417
NBC,32.48056689,-80.71924478
BBP,734.62170861,-79.73435944
52J,934.24448500,-80.23603361
CDN,534.28359278,-80.56485528
LANE,433.55931667,-80.64833889
JZI,32.70102778,-80.00325000
CHS,32.89863889,-80.04052778
CQW,34.71286111,-79.95700000
DCM,434.78933333,-81.19577778
CEU,934.67222694,-82.88589667
9W9,534.56141667,-79.53808333
CAE,533.93883806,-81.11953556
CUB,533.97047222,-80.99525000
HYW,33.82848750,-79.12217633
6J7,34.28152778,-79.92761111
UDG,834.44748889,-79.88642417
DLC,934.44905556,-79.36858333
MMT,133.92076111,-80.80113333
7S1,232.99860000,-81.20834306
FLO,34.18536333,-79.72388306
GGE,833.31141667,-79.32030556
S17,533.64569139,-81.86705639
GMU,734.84793167,-82.34999806
GYH,234.75831278,-82.37641389
GRD,634.25039375,-82.15780933
GSP,934.89567111,-82.21885944
3J0,632.86651111,-81.08097028
HVS,834.40308333,-80.11922222
HXD,232.22449500,-80.69740083
5J5,33.30152500,-80.39308056
ROAD,234.29705194,-82.68374333
CKI,533.71722222,-79.85697222
51J,33.85358056,-79.76811889
T73,34.67431694,-80.68229083
LKR,334.72290439,-80.85459008
33A,35.15733333,-82.12375000
LUX,734.50711111,-81.94694444
5J9,34.08841667,-78.86491667
S19,233.90809694,-82.26693000
MNI,433.58710056,-80.20867000
MAO,534.18116611,-79.33471972
MKS,133.18483694,-80.03697639
LRO,32.89783333,-79.78286111
MYR,33.67974111,-78.92832139
EOE,334.30932278,-81.64065472
XNO,833.60949094,-81.08117728
CRE,33.81175000,-78.72394444
OGB,533.45691781,-80.85940667
1DS,733.38426111,-80.90702500
PYG,234.74213889,-80.34519444
6J0,333.79463889,-81.24586111
RD,633.62931583,-81.32972222
LQK,334.80997222,-82.70288889
3J1,932.49685056,-80.99314889
UZA,34.98783333,-81.05716667
6J2,733.19550000,-80.50847222
6J4,933.92679306,-81.79462778
SPA,434.91640528,-81.95577083
DYB,733.06227778,-80.28091667
SSC,833.97272403,-80.47056436
SMS,933.99502556,-80.36132889
58J,534.13557500,-79.92141111
6J6,633.73686111,-81.81875000
35A,34.68694917,-81.64116444
RBW,32.92104056,-80.64058972
FDW,734.31572222,-81.10855556
ABR,45.44679806,-98.42244083
3A9,144.39382917,-97.12294769
EFC,544.73457167,-103.86180917
6V5,745.51833333,-102.46783333
LANE,43.07190556,-98.95498056
8SD,45.43956111,-99.67520972
BTN,545.81502778,-97.74280556
BKX,444.30452778,-96.81891667
9D2,445.57955497,-103.52891019
7G9,943.30900000,-96.57121667
9V9,543.76613708,-99.32122919
8D7,144.89503167,-97.71047917
D65,43.43346389,-98.39877083
CUT,443.73366056,-103.61949833
6E5,844.43304750,-97.55816000
84D,344.98437806,-101.25104472
RD,444.99312500,-101.24301111
6V0,243.29500000,-103.84298056
3W8,245.79999072,-99.64272000
D07,145.03516528,-102.02068472
3FU,345.03067361,-99.11287222
4P3,244.00405500,-96.59317389
0D8,544.98661111,-99.95288889
9D1,643.22178019,-99.40342286
2E6,845.53373611,-98.09392778
5T4,245.84829167,-100.07397778
9D0,544.54076714,-99.45101228
HSR,543.36830556,-103.38827778
9F8,745.25755944,-99.79783917
8D9,144.03330164,-97.53366364
HON,644.38519444,-98.22855556
3Y7,745.38971111,-101.43757222
5V8,43.83332611,-101.49708806
6A6,243.75544722,-98.97880139
8D8,443.14804889,-98.54035917
LEM,745.91838053,-102.10553644
5P2,445.79681750,-100.78425778
MDS,444.01641667,-97.08561111
9V6,143.16564944,-101.71269806
1D1,545.23050000,-96.56608333
MKA,544.52523889,-98.95807917
MHE,843.77482194,-98.03861528
MBG,545.54628361,-100.40627028
8F6,243.85213889,-100.71280556
7K7,42.54078611,-96.48551111
98D,344.70050000,-100.10141667
8V3,143.37740839,-97.98971075
PHP,544.04873064,-101.59884047
PIR,744.38268694,-100.28597528
IEN,43.02127372,-102.50660642
1D3,143.40471525,-98.83049092
5P5,143.90599722,-100.03668056
RCA,244.14509444,-103.10356667
RAP,544.04533333,-103.05736111
1D8,44.85656722,-98.53122833
SUO,43.25845722,-100.85949361
FSD,243.58201806,-96.74192528
8D3,145.66952750,-96.99358556
SPF,844.48105556,-103.78600000
Y03,942.88112008,-97.90162550
49B,844.41867697,-103.37772394
Y14,343.45490194,-96.80131250
D58,445.41498750,-101.08320139
VMR,942.76527778,-96.93425000
AGZ,843.06416614,-98.29638208
6V4,343.99967056,-102.25424250
ATY,744.91397222,-97.15472222
1D7,145.29311111,-97.51361111
4X4,144.06188889,-98.53219444
7Q7,643.56166417,-100.74180556
ICR,43.38948467,-99.84121442
YKN,342.91667861,-97.38593167
MMI,935.39919444,-84.56177778
M08,635.21513889,-89.04325000
TRI,136.47520889,-82.40741500
0M4,336.00954167,-88.12472778
GHM,235.83741583,-87.44537694
CHA,35.03519444,-85.20355556
CKV,36.62186500,-87.41494778
